question,answer
"9514, 1005, 1124, 311, 40194, 279, 3790, 315, 279, 12185, 7558, 13","9210, 596, 264, 2294, 4623, 13"
"9210, 596, 264, 2294, 4623, 13","9891, 11, 682, 279, 11987, 1120, 3940, 10209, 84638, 311, 49835, 13"
"9891, 11, 682, 279, 11987, 1120, 3940, 10209, 84638, 311, 49835, 13","72, 2846, 2133, 311, 1935, 4330, 84638, 13"
"72, 2846, 2133, 311, 1935, 4330, 84638, 13","12840, 656, 499, 1205, 4330, 315, 1124, 369, 30"
"12840, 656, 499, 1205, 4330, 315, 1124, 369, 30","606, 311, 40194, 279, 3790, 11, 323, 279, 3885, 311, 40194, 279, 8356, 13"
"606, 311, 40194, 279, 3790, 11, 323, 279, 3885, 311, 40194, 279, 8356, 13","12840, 596, 279, 5030, 449, 279, 8356, 30"
"12840, 596, 279, 5030, 449, 279, 8356, 30","3055, 499, 1781, 279, 68442, 11299, 505, 279, 13180, 30"
"3055, 499, 1781, 279, 68442, 11299, 505, 279, 13180, 30","12840, 656, 499, 3152, 30"
"12840, 656, 499, 3152, 30","72, 3152, 11, 4423, 1511, 872, 19108, 6206, 311, 3820, 279, 68442, 11, 279, 41776, 11, 323, 279, 85138, 13"
"72, 3152, 11, 4423, 1511, 872, 19108, 6206, 311, 3820, 279, 68442, 11, 279, 41776, 11, 323, 279, 85138, 13","9336, 11, 499, 2731, 3665, 264, 40194, 369, 279, 19108, 18160, 19123, 499, 2351, 2133, 311, 2343, 449, 13"
"23770, 499, 733, 311, 279, 220, 1484, 31291, 3637, 30","9891, 11, 602, 1550, 13"
"9891, 11, 602, 1550, 13","12840, 1550, 499, 3780, 30"
"12840, 1550, 499, 3780, 30","9336, 11, 602, 2751, 264, 2763, 315, 1695, 12789, 11, 439, 13783, 13"
"9336, 11, 602, 2751, 264, 2763, 315, 1695, 12789, 11, 439, 13783, 13","4908, 1148, 30"
"4908, 1148, 30","9336, 11, 264, 21030, 3544, 19335, 1051, 1193, 220, 1484, 31291, 13"
"9336, 11, 264, 21030, 3544, 19335, 1051, 1193, 220, 1484, 31291, 13","9210, 596, 264, 1695, 3568, 13"
"9210, 596, 264, 1695, 3568, 13","438, 264, 832, 48730, 15286, 315, 8579, 14432, 574, 279, 1890, 3430, 13"
"438, 264, 832, 48730, 15286, 315, 8579, 14432, 574, 279, 1890, 3430, 13","43063, 1695, 3568, 13"
"43063, 1695, 3568, 13","8248, 279, 1888, 3568, 574, 4330, 16701, 315, 35267, 369, 220, 1484, 31291, 13"
"8248, 279, 1888, 3568, 574, 4330, 16701, 315, 35267, 369, 220, 1484, 31291, 13","72, 1541, 956, 1440, 1268, 430, 3637, 3727, 3300, 13"
"72, 1541, 956, 1440, 1268, 430, 3637, 3727, 3300, 13","818, 2544, 656, 602, 11, 719, 814, 2351, 3815, 2555, 1314, 13"
"72, 1205, 264, 502, 6500, 13","12840, 596, 279, 5030, 449, 18821, 30"
"12840, 596, 279, 5030, 449, 18821, 30","275, 596, 4848, 1667, 2362, 13"
"275, 596, 4848, 1667, 2362, 13","9210, 596, 5128, 2362, 13"
"9210, 596, 5128, 2362, 13","275, 2103, 4375, 11, 719, 602, 2846, 2133, 311, 3041, 433, 311, 264, 23693, 13"
"275, 2103, 4375, 11, 719, 602, 2846, 2133, 311, 3041, 433, 311, 264, 23693, 13","548, 499, 2133, 311, 3780, 264, 17963, 477, 21288, 30"
"548, 499, 2133, 311, 3780, 264, 17963, 477, 21288, 30","2319, 11, 264, 21288, 11, 315, 3388, 13"
"2319, 11, 264, 21288, 11, 315, 3388, 13","64, 13615, 477, 264, 9155, 30"
"64, 13615, 477, 264, 9155, 30","72, 9167, 956, 6773, 3686, 13"
"72, 9167, 956, 6773, 3686, 13","6518, 323, 810, 1274, 527, 1701, 9155, 82, 13"
"6518, 323, 810, 1274, 527, 1701, 9155, 82, 13","8248, 220, 1954, 3346, 315, 279, 1917, 5829, 71399, 13"
"8248, 220, 1954, 3346, 315, 279, 1917, 5829, 71399, 13","438, 430, 596, 539, 2133, 311, 2349, 30194, 5246, 13"
"72, 2751, 44092, 1022, 13","12840, 7077, 30"
"12840, 7077, 30","72, 1047, 264, 1841, 3575, 11, 779, 602, 4024, 2930, 13"
"72, 1047, 264, 1841, 3575, 11, 779, 602, 4024, 2930, 13","23770, 499, 1505, 264, 6425, 30"
"23770, 499, 1505, 264, 6425, 30","9891, 11, 602, 1550, 13, 264, 2816, 602, 4024, 311, 1071, 814, 1053, 3708, 757, 279, 6425, 13"
"9891, 11, 602, 1550, 13, 264, 2816, 602, 4024, 311, 1071, 814, 1053, 3708, 757, 279, 6425, 13","708, 11, 1148, 596, 279, 3575, 30"
"708, 11, 1148, 596, 279, 3575, 30","72, 3288, 1124, 400, 508, 1701, 856, 6807, 3786, 11, 719, 814, 2646, 3288, 757, 279, 6425, 13"
"72, 3288, 1124, 400, 508, 1701, 856, 6807, 3786, 11, 719, 814, 2646, 3288, 757, 279, 6425, 13","12840, 527, 499, 2133, 311, 656, 30"
"12840, 527, 499, 2133, 311, 656, 30","72, 3288, 1124, 459, 2613, 10371, 369, 856, 3300, 1203, 13"
"72, 3288, 1124, 459, 2613, 10371, 369, 856, 3300, 1203, 13","19553, 499, 6755, 505, 1124, 30"
"19553, 499, 6755, 505, 1124, 30","1962, 3686, 13, 433, 596, 1027, 264, 2046, 13"
"1962, 3686, 13, 433, 596, 1027, 264, 2046, 13","9336, 11, 602, 8101, 430, 596, 264, 400, 508, 18228, 369, 499, 13"
"2940, 596, 279, 47218, 17676, 804, 30","8370, 832, 30"
"8370, 832, 30","3852, 832, 13, 602, 1205, 311, 57463, 420, 47218, 13"
"3852, 832, 13, 602, 1205, 311, 57463, 420, 47218, 13","72, 1781, 1070, 596, 832, 389, 279, 18397, 3130, 2007, 13"
"72, 1781, 1070, 596, 832, 389, 279, 18397, 3130, 2007, 13","72, 2736, 7111, 1070, 13"
"72, 2736, 7111, 1070, 13","23770, 499, 1427, 304, 279, 18496, 27580, 30"
"23770, 499, 1427, 304, 279, 18496, 27580, 30","9891, 11, 602, 7111, 1070, 11, 2288, 13"
"9891, 11, 602, 7111, 1070, 11, 2288, 13","15357, 956, 584, 617, 922, 4330, 57463, 388, 30"
"15357, 956, 584, 617, 922, 4330, 57463, 388, 30","9891, 11, 719, 814, 2873, 311, 617, 14535, 13"
"9891, 11, 719, 814, 2873, 311, 617, 14535, 13","38501, 7924, 602, 2846, 2133, 311, 3780, 459, 9249, 17676, 804, 13"
"38501, 7924, 602, 2846, 2133, 311, 3780, 459, 9249, 17676, 804, 13","456, 832, 449, 279, 23506, 84878, 26446, 389, 279, 5740, 13"
"456, 832, 449, 279, 23506, 84878, 26446, 389, 279, 5740, 13","9891, 13, 430, 1648, 433, 690, 4822, 1405, 602, 2231, 433, 13"
"72, 2846, 4560, 311, 14841, 856, 11441, 13","5269, 527, 499, 3815, 430, 30"
"5269, 527, 499, 3815, 430, 30","72, 3940, 12185, 520, 279, 18160, 3637, 13"
"72, 3940, 12185, 520, 279, 18160, 3637, 13","9210, 27024, 264, 2763, 315, 3300, 13"
"9210, 27024, 264, 2763, 315, 3300, 13","72, 11021, 2380, 16701, 315, 35267, 369, 264, 18160, 13"
"72, 11021, 2380, 16701, 315, 35267, 369, 264, 18160, 13","9210, 596, 264, 1695, 3568, 13"
"9210, 596, 264, 1695, 3568, 13","9891, 11, 1524, 3582, 1063, 315, 279, 35267, 1047, 6548, 13"
"9891, 11, 1524, 3582, 1063, 315, 279, 35267, 1047, 6548, 13","4345, 2231, 1124, 304, 279, 38681, 13"
"4345, 2231, 1124, 304, 279, 38681, 13","19171, 11, 602, 11021, 264, 649, 315, 12136, 11033, 323, 264, 9145, 315, 1695, 11033, 13"
"19171, 11, 602, 11021, 264, 649, 315, 12136, 11033, 323, 264, 9145, 315, 1695, 11033, 13","35734, 1550, 499, 656, 430, 30"
"35734, 1550, 499, 656, 430, 30","72, 9709, 1124, 3871, 13"
"72, 9709, 1124, 3871, 13","333, 279, 11033, 2103, 36263, 17339, 11, 430, 596, 264, 1695, 4623, 13"
"72, 2216, 1093, 420, 3838, 13","4919, 584, 10150, 433, 30"
"4919, 584, 10150, 433, 30","20670, 1390, 220, 508, 3346, 1523, 13"
"20670, 1390, 220, 508, 3346, 1523, 13","9210, 596, 264, 2763, 315, 3300, 13"
"9210, 596, 264, 2763, 315, 3300, 13","8248, 279, 3838, 374, 779, 6555, 13"
"8248, 279, 3838, 374, 779, 6555, 13","275, 596, 304, 264, 2294, 12818, 13"
"275, 596, 304, 264, 2294, 12818, 13","275, 596, 3345, 311, 279, 11573, 13"
"275, 596, 3345, 311, 279, 11573, 13","275, 596, 3345, 311, 279, 3541, 70371, 13"
"275, 596, 3345, 311, 279, 3541, 70371, 13","275, 596, 2751, 264, 2466, 20085, 13"
"275, 596, 2751, 264, 2466, 20085, 13","1820, 6980, 3021, 279, 3838, 11, 2288, 13"
"1820, 6980, 3021, 279, 3838, 11, 2288, 13","333, 584, 1541, 956, 3780, 433, 11, 4423, 775, 690, 13"
"333, 584, 1541, 956, 3780, 433, 11, 4423, 775, 690, 13","9514, 2351, 1314, 13, 1095, 596, 3780, 433, 1457, 13, 584, 649, 11196, 3010, 13"
"906, 649, 956, 10150, 420, 3838, 13","548, 499, 2771, 30"
"548, 499, 2771, 30","906, 690, 387, 3838, 9257, 11, 719, 8515, 8009, 13"
"906, 690, 387, 3838, 9257, 11, 719, 8515, 8009, 13","12840, 656, 499, 3152, 30"
"12840, 656, 499, 3152, 30","414, 15438, 14507, 690, 387, 2288, 1579, 13"
"414, 15438, 14507, 690, 387, 2288, 1579, 13","906, 2834, 956, 617, 904, 3300, 369, 1023, 2574, 30"
"906, 2834, 956, 617, 904, 3300, 369, 1023, 2574, 30","2201, 11, 584, 2834, 956, 617, 3300, 369, 6962, 477, 3691, 13"
"2201, 11, 584, 2834, 956, 617, 3300, 369, 6962, 477, 3691, 13","906, 3358, 387, 12459, 50933, 14432, 57758, 30"
"906, 3358, 387, 12459, 50933, 14432, 57758, 30","30096, 279, 50933, 14432, 0"
"30096, 279, 50933, 14432, 0","9210, 596, 912, 1695, 0"
"9210, 596, 912, 1695, 0","906, 617, 311, 1505, 264, 23917, 3838, 13"
"906, 617, 311, 1505, 264, 23917, 3838, 13","1073, 3388, 13, 584, 649, 956, 3974, 2085, 6962, 477, 50933, 14432, 13"
"9210, 374, 264, 6366, 3838, 13","72, 1541, 956, 1093, 433, 13"
"72, 1541, 956, 1093, 433, 13","12840, 596, 279, 5030, 449, 433, 30"
"12840, 596, 279, 5030, 449, 433, 30","275, 596, 389, 279, 9309, 13"
"275, 596, 389, 279, 9309, 13","708, 30"
"708, 30","9210, 3445, 433, 5334, 11157, 439, 1790, 9629, 13"
"9210, 3445, 433, 5334, 11157, 439, 1790, 9629, 13","9514, 2351, 1314, 13"
"9514, 2351, 1314, 13","9493, 499, 2351, 4871, 11, 499, 690, 2744, 6865, 9515, 23351, 323, 23351, 520, 279, 19801, 13"
"9493, 499, 2351, 4871, 11, 499, 690, 2744, 6865, 9515, 23351, 323, 23351, 520, 279, 19801, 13","269, 499, 3358, 6865, 279, 19277, 422, 4423, 3250, 956, 3009, 13"
"269, 499, 3358, 6865, 279, 19277, 422, 4423, 3250, 956, 3009, 13","269, 499, 3358, 1518, 279, 19277, 422, 814, 10121, 1139, 279, 3838, 13"
"269, 499, 3358, 1518, 279, 19277, 422, 814, 10121, 1139, 279, 3838, 13","1169, 596, 1505, 264, 3838, 430, 596, 520, 279, 842, 315, 264, 5710, 842, 13"
"1169, 596, 1505, 264, 3838, 430, 596, 520, 279, 842, 315, 264, 5710, 842, 13","9210, 596, 4832, 13, 279, 2753, 9629, 11, 279, 2731, 13"
"72, 12491, 3411, 369, 459, 13455, 13","2727, 11, 2288, 13"
"2727, 11, 2288, 13","906, 617, 264, 220, 17, 297, 63510, 18101, 311, 1518, 279, 832, 389, 1925, 8761, 13"
"906, 617, 264, 220, 17, 297, 63510, 18101, 311, 1518, 279, 832, 389, 1925, 8761, 13","906, 4265, 2731, 636, 5644, 311, 733, 13"
"906, 4265, 2731, 636, 5644, 311, 733, 13","275, 596, 459, 50007, 5089, 13"
"275, 596, 459, 50007, 5089, 13","9210, 596, 1695, 11, 1606, 602, 1541, 956, 1390, 311, 3974, 1234, 1274, 449, 17813, 7693, 13"
"9210, 596, 1695, 11, 1606, 602, 1541, 956, 1390, 311, 3974, 1234, 1274, 449, 17813, 7693, 13","438, 433, 596, 264, 9309, 5089, 13"
"438, 433, 596, 264, 9309, 5089, 13","9210, 596, 2294, 13, 584, 2834, 956, 617, 19228, 389, 2225, 11314, 315, 603, 13"
"9210, 596, 2294, 13, 584, 2834, 956, 617, 19228, 389, 2225, 11314, 315, 603, 13","2201, 26159, 527, 5535, 13"
"2201, 26159, 527, 5535, 13","64185, 13, 584, 1541, 956, 617, 311, 9020, 311, 293, 34552, 12875, 13"
"64185, 13, 584, 1541, 956, 617, 311, 9020, 311, 293, 34552, 12875, 13","438, 1070, 527, 1193, 4848, 8316, 304, 279, 4459, 4857, 13"
"438, 1070, 527, 1193, 4848, 8316, 304, 279, 4459, 4857, 13","2940, 596, 279, 1817, 2239, 30, 602, 2846, 5644, 311, 8175, 433, 2085, 1524, 9298, 433, 13"
"23770, 499, 1650, 279, 6783, 30","9891, 13, 568, 1071, 568, 4265, 2586, 927, 16986, 13"
"9891, 13, 568, 1071, 568, 4265, 2586, 927, 16986, 13","23770, 568, 2019, 1148, 892, 30"
"23770, 568, 2019, 1148, 892, 30","9891, 13, 568, 1071, 568, 4265, 387, 1618, 520, 220, 24, 297, 63510, 13"
"9891, 13, 568, 1071, 568, 4265, 387, 1618, 520, 220, 24, 297, 63510, 13","23770, 568, 3619, 1148, 279, 3575, 374, 30"
"23770, 568, 3619, 1148, 279, 3575, 374, 30","9891, 13, 602, 3309, 1461, 1057, 6134, 17696, 3250, 956, 990, 13"
"9891, 13, 602, 3309, 1461, 1057, 6134, 17696, 3250, 956, 990, 13","275, 13434, 956, 1935, 1461, 1317, 311, 5155, 433, 13"
"275, 13434, 956, 1935, 1461, 1317, 311, 5155, 433, 13","72, 1541, 956, 1524, 1440, 3249, 584, 1205, 311, 5155, 433, 13"
"72, 1541, 956, 1524, 1440, 3249, 584, 1205, 311, 5155, 433, 13","258, 1162, 584, 617, 15613, 13"
"258, 1162, 584, 617, 15613, 13","8248, 814, 649, 1120, 14459, 389, 279, 6134, 13"
"8248, 814, 649, 1120, 14459, 389, 279, 6134, 13","74128, 11, 602, 1390, 1461, 311, 1427, 520, 1057, 28954, 11, 2288, 13"
"74128, 11, 602, 1390, 1461, 311, 1427, 520, 1057, 28954, 11, 2288, 13","9891, 11, 433, 1053, 387, 6555, 422, 568, 4265, 3041, 603, 264, 502, 28954, 13"
"3055, 499, 1093, 420, 3838, 30","9891, 11, 433, 596, 6366, 13"
"9891, 11, 433, 596, 6366, 13","275, 596, 4832, 369, 603, 323, 279, 6980, 13"
"275, 596, 4832, 369, 603, 323, 279, 6980, 13","28956, 28689, 11, 2380, 40983, 11, 323, 264, 2466, 1203, 20085, 13"
"28956, 28689, 11, 2380, 40983, 11, 323, 264, 2466, 1203, 20085, 13","438, 584, 649, 10150, 433, 0"
"438, 584, 649, 10150, 433, 0","708, 527, 584, 2133, 311, 3780, 433, 30"
"708, 527, 584, 2133, 311, 3780, 433, 30","72, 2846, 16984, 539, 13"
"72, 2846, 16984, 539, 13","275, 596, 2288, 3117, 505, 701, 2683, 11, 4536, 956, 433, 30"
"275, 596, 2288, 3117, 505, 701, 2683, 11, 4536, 956, 433, 30","72, 649, 956, 8493, 3116, 4207, 389, 279, 5754, 1475, 1938, 13"
"72, 649, 956, 8493, 3116, 4207, 389, 279, 5754, 1475, 1938, 13","1729, 279, 892, 499, 636, 2162, 11, 499, 3358, 387, 2288, 19781, 311, 1524, 8343, 13"
"1729, 279, 892, 499, 636, 2162, 11, 499, 3358, 387, 2288, 19781, 311, 1524, 8343, 13","72, 2834, 956, 387, 3025, 311, 1514, 449, 279, 6980, 13"
"72, 2834, 956, 387, 3025, 311, 1514, 449, 279, 6980, 13","2201, 11, 584, 617, 311, 1505, 2555, 12401, 311, 701, 2683, 13"
"17627, 11, 433, 596, 81975, 4994, 11, 4536, 956, 433, 30","275, 2771, 374, 13"
"275, 2771, 374, 13","258, 2144, 11, 433, 596, 81975, 304, 279, 13455, 11, 2288, 13"
"258, 2144, 11, 433, 596, 81975, 304, 279, 13455, 11, 2288, 13","1169, 596, 2543, 389, 279, 8798, 13"
"1169, 596, 2543, 389, 279, 8798, 13","72, 3358, 1817, 311, 1304, 2771, 430, 682, 279, 11276, 527, 9495, 13"
"72, 3358, 1817, 311, 1304, 2771, 430, 682, 279, 11276, 527, 9495, 13","275, 1288, 387, 46039, 304, 264, 2478, 4520, 13"
"275, 1288, 387, 46039, 304, 264, 2478, 4520, 13","275, 596, 779, 6555, 311, 617, 264, 32813, 13455, 13"
"275, 596, 779, 6555, 311, 617, 264, 32813, 13455, 13","5269, 1550, 814, 18167, 304, 279, 2362, 2919, 30"
"5269, 1550, 814, 18167, 304, 279, 2362, 2919, 30","20670, 1047, 4027, 27170, 13"
"20670, 1047, 4027, 27170, 13","90579, 1047, 311, 48094, 279, 7732, 13"
"90579, 1047, 311, 48094, 279, 7732, 13","438, 6920, 433, 1139, 279, 3838, 13"
"438, 6920, 433, 1139, 279, 3838, 13","543, 584, 617, 311, 656, 374, 18791, 264, 3480, 13"
"576, 374, 264, 6555, 12818, 13","1820, 14708, 527, 4335, 323, 11594, 13"
"1820, 14708, 527, 4335, 323, 11594, 13","1820, 19228, 1541, 956, 4717, 389, 279, 38102, 13"
"1820, 19228, 1541, 956, 4717, 389, 279, 38102, 13","16455, 1935, 2512, 315, 872, 2383, 4511, 13"
"16455, 1935, 2512, 315, 872, 2383, 4511, 13","2201, 98553, 2362, 9515, 527, 11961, 304, 279, 4156, 14006, 13"
"2201, 98553, 2362, 9515, 527, 11961, 304, 279, 4156, 14006, 13","906, 2646, 617, 311, 1650, 279, 4379, 922, 4205, 13"
"906, 2646, 617, 311, 1650, 279, 4379, 922, 4205, 13","414, 6980, 527, 6724, 6220, 13"
"414, 6980, 527, 6724, 6220, 13","708, 3249, 527, 584, 11486, 1057, 3838, 30"
"708, 3249, 527, 584, 11486, 1057, 3838, 30","20670, 2351, 4857, 264, 220, 18, 46199, 13455, 4857, 389, 279, 9309, 13"
"20670, 2351, 4857, 264, 220, 18, 46199, 13455, 4857, 389, 279, 9309, 13","708, 584, 3077, 2751, 311, 4662, 1603, 3424, 2819, 733, 1523, 30"
"708, 584, 3077, 2751, 311, 4662, 1603, 3424, 2819, 733, 1523, 30","9891, 13, 602, 2103, 649, 956, 4510, 1057, 3363, 15177, 5535, 420, 4857, 13"
"9891, 13, 602, 2103, 649, 956, 4510, 1057, 3363, 15177, 5535, 420, 4857, 13","20670, 2351, 4762, 3794, 2555, 1234, 279, 2007, 13"
"9210, 574, 264, 6908, 4027, 304, 72851, 3703, 25062, 13","9891, 11, 433, 574, 13"
"9891, 11, 433, 574, 13","20670, 1071, 922, 220, 966, 15316, 27724, 311, 279, 5015, 13"
"20670, 1071, 922, 220, 966, 15316, 27724, 311, 279, 5015, 13","438, 814, 1051, 11646, 15316, 13"
"438, 814, 1051, 11646, 15316, 13","72, 2733, 779, 14931, 369, 1884, 1274, 13"
"72, 2733, 779, 14931, 369, 1884, 1274, 13","35734, 2733, 14931, 369, 9257, 1274, 30"
"35734, 2733, 14931, 369, 9257, 1274, 30","72, 2733, 14931, 369, 5606, 889, 33291, 872, 2162, 13"
"72, 2733, 14931, 369, 5606, 889, 33291, 872, 2162, 13","708, 656, 602, 11, 719, 539, 422, 814, 2351, 9257, 13"
"708, 656, 602, 11, 719, 539, 422, 814, 2351, 9257, 13","12840, 1587, 430, 617, 311, 656, 449, 433, 30"
"12840, 1587, 430, 617, 311, 656, 449, 433, 30","14172, 1274, 1781, 814, 2351, 2731, 1109, 603, 13"
"14172, 1274, 1781, 814, 2351, 2731, 1109, 603, 13","5269, 1690, 9257, 1274, 656, 499, 1440, 30"
"5269, 1690, 9257, 1274, 656, 499, 1440, 30","6836, 13"
"65, 7596, 527, 83631, 1057, 33100, 13","1073, 3388, 814, 527, 13, 814, 2351, 78501, 311, 4648, 13"
"1073, 3388, 814, 527, 13, 814, 2351, 78501, 311, 4648, 13","20670, 1288, 4822, 304, 279, 33633, 1405, 814, 9352, 13"
"20670, 1288, 4822, 304, 279, 33633, 1405, 814, 9352, 13","19041, 596, 912, 3691, 304, 279, 33633, 13"
"19041, 596, 912, 3691, 304, 279, 33633, 13","4919, 956, 814, 8343, 16763, 30"
"4919, 956, 814, 8343, 16763, 30","3055, 499, 1781, 264, 11984, 374, 264, 19923, 30"
"3055, 499, 1781, 264, 11984, 374, 264, 19923, 30","9336, 11, 602, 3077, 3970, 1124, 12459, 63494, 13"
"9336, 11, 602, 3077, 3970, 1124, 12459, 63494, 13","36989, 7784, 956, 304, 3280, 682, 1060, 4883, 13"
"36989, 7784, 956, 304, 3280, 682, 1060, 4883, 13","275, 596, 2288, 11660, 369, 6980, 323, 26159, 13"
"275, 596, 2288, 11660, 369, 6980, 323, 26159, 13","16455, 1205, 311, 3504, 872, 23701, 43732, 13"
"16455, 1205, 311, 3504, 872, 23701, 43732, 13","1820, 4379, 1205, 311, 6230, 682, 279, 30824, 13"
"1820, 4379, 1205, 311, 6230, 682, 279, 30824, 13","9514, 1541, 956, 11886, 264, 3575, 555, 10658, 433, 13"
"14965, 1550, 499, 7055, 369, 30","72, 16626, 369, 1536, 3105, 13"
"72, 16626, 369, 1536, 3105, 13","2727, 2288, 13"
"2727, 2288, 13","383, 690, 387, 264, 2294, 4872, 13"
"383, 690, 387, 264, 2294, 4872, 13","93057, 13452, 1461, 13"
"93057, 13452, 1461, 13","383, 596, 264, 1695, 19114, 13"
"383, 596, 264, 1695, 19114, 13","438, 568, 596, 2216, 7941, 13"
"438, 568, 596, 2216, 7941, 13","383, 690, 11886, 1057, 5435, 13"
"383, 690, 11886, 1057, 5435, 13","383, 690, 842, 279, 4208, 13"
"383, 690, 842, 279, 4208, 13","1820, 1828, 3116, 1667, 690, 387, 1695, 1667, 13"
"1820, 1828, 3116, 1667, 690, 387, 1695, 1667, 13","72, 3358, 7055, 369, 1461, 1828, 892, 11, 2288, 13"
"72, 3358, 7055, 369, 1461, 1828, 892, 11, 2288, 13","72, 1781, 5127, 690, 13"
"1820, 6355, 374, 1828, 2046, 13","14965, 527, 499, 16043, 369, 30"
"14965, 527, 499, 16043, 369, 30","72, 2846, 539, 16043, 369, 279, 17352, 13"
"72, 2846, 539, 16043, 369, 279, 17352, 13","35734, 539, 30"
"35734, 539, 30","383, 1903, 21300, 430, 568, 3287, 956, 2567, 13"
"383, 1903, 21300, 430, 568, 3287, 956, 2567, 13","4908, 1148, 30"
"4908, 1148, 30","383, 19487, 311, 18467, 220, 16, 11, 931, 810, 4379, 9808, 13"
"383, 19487, 311, 18467, 220, 16, 11, 931, 810, 4379, 9808, 13","5269, 1690, 1550, 568, 18467, 30"
"5269, 1690, 1550, 568, 18467, 30","606, 7895, 0"
"606, 7895, 0","37860, 568, 1047, 264, 1695, 2944, 13"
"37860, 568, 1047, 264, 1695, 2944, 13","37860, 568, 596, 1120, 264, 73724, 13"
"37860, 568, 596, 1120, 264, 73724, 13","37860, 602, 3358, 7055, 369, 4423, 775, 11, 2288, 13"
"72, 649, 956, 4510, 568, 2834, 279, 6355, 13","3323, 220, 868, 3346, 315, 279, 11969, 6656, 704, 13"
"3323, 220, 868, 3346, 315, 279, 11969, 6656, 704, 13","9210, 374, 264, 22380, 13"
"9210, 374, 264, 22380, 13","85, 11780, 374, 779, 3062, 11, 719, 1274, 1541, 956, 20753, 13"
"85, 11780, 374, 779, 3062, 11, 719, 1274, 1541, 956, 20753, 13","35676, 1274, 1781, 872, 7055, 3250, 956, 5030, 13"
"35676, 1274, 1781, 872, 7055, 3250, 956, 5030, 13","1820, 17352, 2834, 555, 1193, 220, 17, 11, 931, 12973, 13"
"1820, 17352, 2834, 555, 1193, 220, 17, 11, 931, 12973, 13","906, 2351, 16075, 449, 1461, 369, 3116, 810, 1667, 13"
"906, 2351, 16075, 449, 1461, 369, 3116, 810, 1667, 13","85, 11780, 374, 779, 4228, 13, 499, 649, 1524, 8232, 701, 26938, 304, 13"
"85, 11780, 374, 779, 4228, 13, 499, 649, 1524, 8232, 701, 26938, 304, 13","543, 499, 617, 311, 656, 374, 7055, 323, 2231, 264, 21899, 389, 433, 13"
"543, 499, 617, 311, 656, 374, 7055, 323, 2231, 264, 21899, 389, 433, 13","5269, 4228, 374, 430, 30"
"5269, 4228, 374, 430, 30","72, 8101, 1274, 1120, 1541, 956, 2512, 13"
"72, 8101, 1274, 1120, 1541, 956, 2512, 13","20670, 3358, 2512, 994, 814, 1518, 872, 13426, 733, 709, 13"
"9336, 11, 584, 617, 264, 502, 4872, 13","8248, 584, 617, 279, 1890, 2362, 5435, 13"
"8248, 584, 617, 279, 1890, 2362, 5435, 13","9336, 11, 568, 596, 1903, 264, 2478, 4442, 13"
"9336, 11, 568, 596, 1903, 264, 2478, 4442, 13","4908, 1148, 30"
"4908, 1148, 30","72, 1781, 568, 8036, 279, 59296, 54050, 304, 279, 4251, 3838, 13"
"72, 1781, 568, 8036, 279, 59296, 54050, 304, 279, 4251, 3838, 13","2319, 11, 22371, 13, 568, 596, 10223, 433, 311, 264, 19794, 5590, 13"
"2319, 11, 22371, 13, 568, 596, 10223, 433, 311, 264, 19794, 5590, 13","14965, 596, 12798, 369, 430, 30"
"14965, 596, 12798, 369, 430, 30","72, 1781, 584, 527, 0"
"72, 1781, 584, 527, 0","9336, 11, 430, 596, 17339, 11, 439, 1317, 439, 433, 8779, 1461, 12234, 323, 1781, 810, 9539, 13"
"9336, 11, 430, 596, 17339, 11, 439, 1317, 439, 433, 8779, 1461, 12234, 323, 1781, 810, 9539, 13","9891, 11, 584, 1205, 264, 31467, 4872, 889, 15849, 9539, 13"
"9891, 11, 584, 1205, 264, 31467, 4872, 889, 15849, 9539, 13","3055, 904, 1023, 1917, 6164, 617, 264, 19794, 5590, 30"
"3055, 904, 1023, 1917, 6164, 617, 264, 19794, 5590, 30","20670, 690, 13, 499, 1440, 64766, 2744, 11767, 279, 1648, 13"
"16455, 2019, 430, 16470, 16180, 1536, 3105, 13","9336, 11, 810, 1109, 220, 1135, 3610, 1274, 16626, 369, 74947, 467, 13"
"9336, 11, 810, 1109, 220, 1135, 3610, 1274, 16626, 369, 74947, 467, 13","9210, 596, 220, 1135, 3610, 1274, 889, 1541, 956, 3021, 1536, 3105, 13"
"9210, 596, 220, 1135, 3610, 1274, 889, 1541, 956, 3021, 1536, 3105, 13","677, 3105, 596, 2751, 3116, 1667, 311, 1304, 5127, 6380, 13"
"677, 3105, 596, 2751, 3116, 1667, 311, 1304, 5127, 6380, 13","383, 596, 2646, 2133, 311, 1304, 5127, 6380, 13"
"383, 596, 2646, 2133, 311, 1304, 5127, 6380, 13","4919, 499, 13085, 1694, 4872, 30"
"4919, 499, 13085, 1694, 4872, 30","93057, 6944, 499, 311, 11886, 872, 5435, 13"
"93057, 6944, 499, 311, 11886, 872, 5435, 13","72, 617, 3403, 8631, 505, 4560, 311, 11886, 856, 1866, 5435, 13"
"72, 617, 3403, 8631, 505, 4560, 311, 11886, 856, 1866, 5435, 13","9514, 323, 16470, 775, 13"
"9514, 323, 16470, 775, 13","72, 1053, 2646, 1390, 311, 387, 4872, 13"
"72, 1053, 2646, 1390, 311, 387, 4872, 13","8248, 1781, 922, 682, 279, 2410, 499, 4265, 617, 13"
